"subject_id","condition","category","label","selected_group","selected_group_location","selected_group_semantics","selected_concurrent_func"
"2d8d91b0-cd7c-4803-ad52-7855e15cdb89","count","mcmf","zorp","img/stim_mcmf_b.png","right","ind",0
"2d8d91b0-cd7c-4803-ad52-7855e15cdb89","count","lchf","blicket","img/stim_lchf_b.png","left","ind",0
"2d8d91b0-cd7c-4803-ad52-7855e15cdb89","count","lclf","sarel","img/stim_lclf_b.png","right","con",1
"2d8d91b0-cd7c-4803-ad52-7855e15cdb89","count","hchf","toma","img/stim_hchf_a.png","left","ind",0
"2d8d91b0-cd7c-4803-ad52-7855e15cdb89","count","hclf","garn","img/stim_hclf_a.png","left","ind",0
"3db011d6-2348-4c93-9285-4259e4accdca","count","lchf","zorp","img/stim_lchf_b.png","right","ind",0
"3db011d6-2348-4c93-9285-4259e4accdca","count","hchf","garn","img/stim_hchf_b.png","left","ind",0
"3db011d6-2348-4c93-9285-4259e4accdca","count","hclf","sarel","img/stim_hclf_b.png","right","ind",0
"3db011d6-2348-4c93-9285-4259e4accdca","count","lclf","blicket","img/stim_lclf_b.png","right","con",1
"3db011d6-2348-4c93-9285-4259e4accdca","count","mcmf","toma","img/stim_mcmf_a.png","left","ind",0
"8a05a9f4-9fe3-499d-85ca-bea666fffc3e","count","hchf","zorp","img/stim_hchf_a.png","right","con",1
"8a05a9f4-9fe3-499d-85ca-bea666fffc3e","count","lclf","sarel","img/stim_lclf_a.png","right","ind",0
"8a05a9f4-9fe3-499d-85ca-bea666fffc3e","count","lchf","toma","img/stim_lchf_b.png","left","ind",0
"8a05a9f4-9fe3-499d-85ca-bea666fffc3e","count","mcmf","garn","img/stim_mcmf_a.png","left","con",1
"8a05a9f4-9fe3-499d-85ca-bea666fffc3e","count","hclf","blicket","img/stim_hclf_b.png","right","con",1
"01df3311-0dc5-42ef-9f75-21212b919247","mass","mcmf","garn","img/stim_mcmf_b.png","left","ind",0
"01df3311-0dc5-42ef-9f75-21212b919247","mass","lclf","sarel","img/stim_lclf_a.png","left","ind",0
"01df3311-0dc5-42ef-9f75-21212b919247","mass","hclf","blicket","img/stim_hclf_b.png","right","ind",0
"01df3311-0dc5-42ef-9f75-21212b919247","mass","lchf","toma","img/stim_lchf_a.png","right","con",1
"01df3311-0dc5-42ef-9f75-21212b919247","mass","hchf","zorp","img/stim_hchf_a.png","left","ind",0
"13fca699-d976-4644-9e8a-6d5498d4d51d","mass","lclf","blicket","img/stim_lclf_a.png","right","ind",0
"13fca699-d976-4644-9e8a-6d5498d4d51d","mass","hclf","sarel","img/stim_hclf_b.png","right","con",1
"13fca699-d976-4644-9e8a-6d5498d4d51d","mass","hchf","zorp","img/stim_hchf_a.png","left","ind",0
"13fca699-d976-4644-9e8a-6d5498d4d51d","mass","lchf","toma","img/stim_lchf_a.png","left","con",1
"13fca699-d976-4644-9e8a-6d5498d4d51d","mass","mcmf","garn","img/stim_mcmf_a.png","left","con",1
"e4285fcd-4430-45f7-9439-cd7febc32bdf","mass","lchf","toma","img/stim_lchf_a.png","right","con",1
"e4285fcd-4430-45f7-9439-cd7febc32bdf","mass","hclf","sarel","img/stim_hclf_b.png","left","con",1
"e4285fcd-4430-45f7-9439-cd7febc32bdf","mass","hchf","garn","img/stim_hchf_a.png","left","con",1
"e4285fcd-4430-45f7-9439-cd7febc32bdf","mass","lclf","blicket","img/stim_lclf_b.png","right","con",1
"e4285fcd-4430-45f7-9439-cd7febc32bdf","mass","mcmf","zorp","img/stim_mcmf_a.png","right","ind",0
